"Id","Value"
6001x,-0.940540099591
6001y,0.480476956964
6002x,-0.895885494762
6002y,0.506445061202
6003x,-1.02403623885
6003y,-0.0271332013093
6004x,-0.967743460281
6004y,0.429307380665
6005x,-0.0779767694965
6005y,-1.03514880577
6006x,-0.887409757845
6006y,-0.258607278793
6007x,-0.153558792727
6007y,-1.04220640223
6008x,0.869806273236
6008y,0.218337212087
6009x,1.03535086782
6009y,-0.107767361165
6010x,-0.899096143416
6010y,0.445545707611
6011x,-0.612409399575
6011y,0.769556549925
6012x,-0.883260185912
6012y,-0.247797696832
6013x,-1.03078316906
6013y,0.0818947765819
6014x,0.530512255443
6014y,-0.812313115497
6015x,-0.333038047496
6015y,-0.988632860177
6016x,-0.327121770102
6016y,-1.0209202719
6017x,-0.848316767699
6017y,-0.39960635873
6018x,0.611427449541
6018y,-0.718911501799
6019x,-0.277868094793
6019y,0.880945765956
6020x,0.947867049853
6020y,0.123439990684
6021x,0.0113280427931
6021y,-1.04209056021
6022x,-0.583070398927
6022y,-0.831956662346
6023x,-0.999007462696
6023y,-0.0705773488897
6024x,0.529571796022
6024y,0.906986384427
6025x,-0.485622075801
6025y,-0.903928243803
6026x,0.198007447183
6026y,-0.933557589241
6027x,-0.843500622472
6027y,-0.295991258005
6028x,-0.573808328556
6028y,-0.812430347304
6029x,-1.05188884173
6029y,0.0824308666539
6030x,0.680000988553
6030y,-0.732133458823
6031x,-0.392074563492
6031y,-0.967950287775
6032x,0.360052783227
6032y,-0.809165744411
6033x,-0.958387970754
6033y,0.431288201827
6034x,-0.945167414512
6034y,-0.160638065931
6035x,0.988395917424
6035y,-0.291142530725
6036x,-0.749723107526
6036y,-0.612099176888
6037x,0.00906595674704
6037y,-1.01208583425
6038x,0.632620824284
6038y,-0.710661898093
6039x,0.674322139143
6039y,-0.689543720874
6040x,0.744137012272
6040y,0.581273456462
6041x,-0.957546828516
6041y,-0.122918926238
6042x,0.849567617766
6042y,0.360984329765
6043x,1.01776962733
6043y,-0.0374722618341
6044x,0.0182570759129
6044y,-1.04881151721
6045x,-0.605655544607
6045y,-0.850420008467
6046x,-1.11518752475
6046y,-0.0160934141257
6047x,0.852706601035
6047y,0.271340951195
6048x,1.08785703069
6048y,-0.0750352688138
6049x,0.882152025598
6049y,-0.43129321278
6050x,-1.00414431225
6050y,-0.0999876320874
6051x,-1.0240660655
6051y,0.00767194020065
6052x,-1.03228410919
6052y,-0.0619653795543
6053x,0.70046161207
6053y,-0.630598670071
