"Id","Value"
6001x,-0.928024838677
6001y,0.484311347584
6002x,-0.907062686712
6002y,0.491515023834
6003x,-1.01717383626
6003y,-0.0127315822125
6004x,-0.934673844397
6004y,0.454052232272
6005x,0.0154813173504
6005y,-0.936625745681
6006x,-0.903058924873
6006y,-0.211369181922
6007x,-0.0956751381481
6007y,-0.944437578908
6008x,0.955699652843
6008y,0.250454727513
6009x,1.04340895031
6009y,-0.0796665942827
6010x,-0.877203101416
6010y,0.434990592117
6011x,-0.658739984241
6011y,0.665931628622
6012x,-0.8958741569
6012y,-0.21222624285
6013x,-1.03859021318
6013y,0.0616761149294
6014x,0.528547704231
6014y,-0.793646848999
6015x,-0.345788491188
6015y,-1.01057682084
6016x,-0.324420507192
6016y,-1.01426463232
6017x,-0.837421703122
6017y,-0.393172754961
6018x,0.581407138179
6018y,-0.754636089414
6019x,-0.288132987654
6019y,0.91613208607
6020x,0.98751014634
6020y,0.156336501486
6021x,0.00894627695955
6021y,-1.03828191562
6022x,-0.568477025343
6022y,-0.869764154486
6023x,-0.998409775227
6023y,-0.0403557914733
6024x,0.527097906433
6024y,0.892516703713
6025x,-0.490585244525
6025y,-0.934503412713
6026x,0.162924997678
6026y,-0.948790596004
6027x,-0.851661915057
6027y,-0.343284822318
6028x,-0.540526045491
6028y,-0.701604511629
6029x,-1.05267824036
6029y,0.0896828528524
6030x,0.702076144383
6030y,-0.717203252053
6031x,-0.381335546938
6031y,-0.995599723427
6032x,0.331525343244
6032y,-0.799197408411
6033x,-0.962644504873
6033y,0.421836149545
6034x,-0.935493122419
6034y,-0.163377538399
6035x,0.967136079955
6035y,-0.305155480509
6036x,-0.766278503142
6036y,-0.609775618611
6037x,0.0313542405451
6037y,-1.02548285286
6038x,0.651226403981
6038y,-0.725475580801
6039x,0.679430178815
6039y,-0.660328671886
6040x,0.695507533309
6040y,0.635191710156
6041x,-0.936667048041
6041y,-0.0781110343164
6042x,0.875865704345
6042y,0.400995994231
6043x,0.99281432218
6043y,-0.0849038704568
6044x,-0.0306843840719
6044y,-1.05769539152
6045x,-0.615201043171
6045y,-0.887819373405
6046x,-1.12157576666
6046y,-0.023943886
6047x,0.91135175057
6047y,0.372963688851
6048x,1.01786568797
6048y,-0.0862296383082
6049x,0.955919369737
6049y,-0.411057278218
6050x,-0.995920348354
6050y,-0.0465220054927
6051x,-1.02331995078
6051y,0.00481347137165
6052x,-1.04580181126
6052y,-0.0546014084893
6053x,0.650742776331
6053y,-0.681539837901
6054x,0.811980023564
6054y,0.486495143356
6055x,1.03690613332
6055y,-0.103883154361
6056x,-0.713914678993
6056y,0.642155792446
6057x,0.845295577053
6057y,-0.611792961778
6058x,0.378023018755
6058y,0.994587070572
6059x,-0.805166436332
6059y,0.549809403764
6060x,0.725666507141
6060y,0.635192322342
6061x,0.555784165157
6061y,0.891806489159
6062x,-0.116675310772
6062y,1.01414285208
6063x,-0.900036142985
6063y,-0.193981049347
6064x,-0.107569516321
6064y,0.956951555564
6065x,-0.306633110097
6065y,-0.9211934802
6066x,0.428958481644
6066y,-0.800457898294
6067x,0.086499538307
6067y,-0.956729428307
6068x,-0.894664614378
6068y,-0.234288116205
